"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"GDP per capita (US$)","general info","Latin America","Venezuela","Caracas","15692",2014,"databank.worldbank.org",8,0
"GDP per capita (US$)","general info","Latin America","Venezuela","Merida","15692",2014,"databank.worldbank.org",8,0
"GDP per capita (US$)","general info","Oceania","Australia","Adelaide","49755",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Oceania","Australia","Brisbane","49755",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Oceania","Australia","Sydney - Metropolitan Area","49755",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Oceania","New Caledonia","Nouméa","12579",2000,"data.worldbank.org",22,0
"GDP per capita (US$)","general info","Oceania","New Zealand","Auckland","39412",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Belgium","Liège","41271",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Finland","Helsinki","43401",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Belfort","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Caen","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Cannes","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Châlon-sur-Saône","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Douai","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Evry","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","La Rochelle","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Le Mans","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Lille","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Lorient","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Lyon","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Maubeuge","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Metz","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Nancy","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Nantes","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Nîmes","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Paris","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Rouen","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Saint-Nazaire","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Strasbourg","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","France","Toulouse","36857",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Germany","Essen","42161",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Germany","Oberhausen","42161",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Netherlands","Almere","45638",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Netherlands","Amsterdam","45638",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Netherlands","Eindhoven","45638",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Netherlands","Enschede","45638",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Netherlands","Utrecht","45638",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Spain","Castellón","26616",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Spain","Granada","26616",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Sweden","Gothenburg","51845",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Sweden","Jonkoping","51845",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Sweden","Stockholm","51845",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Switzerland","Zurich","79888",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","Turkey","Istanbul","10863",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Cambridge","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Fareham - Gosport","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Greater Manchester","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Kent","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Luton","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Runcorn","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Europe","United Kingdom","Swansea","40367",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Northern America","Canada","Calgary","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","Canada","Gatineau","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","Canada","Mississauga","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","Canada","Ottawa","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","Canada","Winnipeg","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","Canada","Quebec","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","Canada","York Regional Municipality","46194.7",2019,"data.worldbank.org",3,0
"GDP per capita (US$)","general info","Northern America","United States","Albuquerque","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Alexandria - Arlington","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Cleveland","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Eugene","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Fort Collins","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Hartford County","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Las Vegas","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Los Angeles","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Miami","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","New York","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Orlando","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Pittsburgh","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","Richmond","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Northern America","United States","San Bernardino","63544",2020,"databank.worldbank.org",2,0
"GDP per capita (US$)","general info","Asia","China","Beijing","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Changde","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Changzhou","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Chengdu","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Chongqing","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Dalian","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Guangzhou","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Hangzhou","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Hefei","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Jinan","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Kunming","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Lanzhou","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Lianyungang","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Urumqi","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Xiamen","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Yancheng","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Yichang","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Yinchuan","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Zaozhuang","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","China","Zhengzhou","8123",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","India","Ahmedabad","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Amritsar","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Bhopal","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Hubballi-Dharwad","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Indore","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Jaipur","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Pune - Primpi-Chinchwad","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Rajkot","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","India","Surat","1942",2017,"databank.worldbank.org",5,0
"GDP per capita (US$)","general info","Asia","Indonesia","Jakarta","4136",2019,"databank.worldbank.org",3,0
"GDP per capita (US$)","general info","Asia","Iran","Isfahan","5219",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Iran","Tabriz","5219",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Iran","Tehran","5219",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Israel","Haifa","37181",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Japan","Kesennuma - Tome","38901",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Japan","Nagoya","38901",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Malaysia","Subang Jaya","9508",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Pakistan","Islamabad - Rawalpindi","1444",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Pakistan","Lahore","1444",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Republic of Korea","Seoul","27539",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Taiwan","Chiayi","24985",2016,"www.imf.org",6,0
"GDP per capita (US$)","general info","Asia","Taiwan","Taichung","24985",2016,"www.imf.org",6,0
"GDP per capita (US$)","general info","Asia","Taiwan","Taipei","24985",2016,"www.imf.org",6,0
"GDP per capita (US$)","general info","Asia","Thailand","Bangkok","5911",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Asia","Vietnam","Hanoi","2171",2016,"data.worldbank.org",6,0
"GDP per capita (US$)","general info","Africa","Nigeria","Lagos","2176",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Africa","South Africa","Cape Town","5275",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Africa","South Africa","Johannesburg","5275",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Africa","South Africa","Pretoria","5275",2016,"databank.worldbank.org",6,0
"GDP per capita (US$)","general info","Africa","Tanzania","Dar es Salaam","878",2016,"databank.worldbank.org",6,0
"Fuel type, standard buses","system fleet","Latin America","Argentina","Buenos Aires",NA,NA,"",NA,1
"Fuel type, standard buses","system fleet","Latin America","Argentina","Buenos Aires - Metropolitan Area",NA,NA,"",NA,1
"Fuel type, standard buses","system fleet","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Fuel type, standard buses","system fleet","Latin America","Argentina","Neuquén",NA,NA,"",NA,1
"Fuel type, standard buses","system fleet","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Fuel type, standard buses","system fleet","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Fuel type, standard buses","system fleet","Latin America","Brazil","Belo Horizonte","Diesel",2013,"BHTrans",9,0
"Fuel type, standard buses","system fleet","Latin America","Brazil","Brasília",NA,NA,"",NA,1
